scheduler,K,seed,n,quorum,surplus,T,steps,timeouts,decisions,retries,max_ballot,reached_step_cap,safety
progress-aware-quorum-delay,105,25,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,26,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,27,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,28,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,29,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,30,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,31,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,32,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,33,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,34,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,35,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,36,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,37,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,38,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,39,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,40,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,41,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,42,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,43,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,44,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,45,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,46,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,47,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,48,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,49,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,50,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,51,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,52,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,53,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,54,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,55,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,56,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,57,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,58,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,59,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,60,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,61,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,62,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,63,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,64,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,65,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,66,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,67,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,68,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,69,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,70,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,71,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,72,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,73,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,74,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,75,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,76,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,77,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,78,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,79,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,80,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,81,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,82,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,83,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,84,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,85,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,86,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,87,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,88,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,89,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,90,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,91,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,92,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,93,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,94,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,95,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,96,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,97,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,98,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,99,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,100,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,101,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,102,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,103,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,104,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,105,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,106,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,107,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,108,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,109,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,110,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,111,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,112,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,113,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,114,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,115,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,116,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,117,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,118,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,119,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,120,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,121,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,122,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,123,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,124,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,125,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,126,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,127,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,128,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,129,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,130,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,131,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,132,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,133,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,134,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,135,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,136,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,137,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,138,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,139,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,140,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,141,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,142,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,143,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,144,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,145,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,146,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,147,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,148,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,149,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,150,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,151,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,152,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,153,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,154,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,155,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,156,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,157,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,158,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,159,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,160,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,161,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,162,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,163,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,164,25,13,12,100,256,1,1,1,2,false,false
